id;beer_style;bitterness_IBU;diacetyl_concentration;lactic_acid;final_gravity;sodium;free_CO2;dissolved_oxygen;original_gravity;pH;gypsum_level;alcohol_ABV;fermentation_strength;quality
3705;Pale;7.21;0.2;0.35;2.697;0.023;48.996;150.993;0.971;3.156;0.4;6.058;11.251;7
3706;Golden;5.707;0.153;0.268;3.728;0.044;56.98;151.004;1.004;3.214;0.264;5.329;9.939;6
3707;Pale;6.281;0.307;0.906;8.199;0.015;50.0;199.006;0.998;3.38;0.49;5.577;10.391;6
3708;Pale;6.407;0.184;0.36;10.21;0.056;40.003;105.998;1.007;3.147;0.508;4.629;9.536;6
3709;Golden;6.997;0.142;0.364;12.843;0.035;35.989;104.991;0.999;3.036;0.559;5.103;9.566;6
3710;Pale;7.014;0.146;0.286;14.717;0.05;28.992;148.99;1.0;2.969;0.381;4.291;8.086;7
3711;Pale;6.899;0.326;0.26;4.982;0.013;45.997;142.989;1.0;3.255;0.427;5.339;9.623;7
3712;Dark;7.19;0.354;0.274;1.797;0.083;32.986;75.004;0.997;3.392;0.568;4.535;8.921;6
3713;Golden;6.276;0.28;0.289;3.1;0.05;24.007;114.986;0.997;3.053;0.425;4.096;7.937;5
3714;Pale;5.321;0.326;0.113;6.591;0.034;21.993;140.971;0.998;3.371;0.591;4.959;9.748;6
3715;Pale;5.79;0.333;0.132;5.786;0.039;49.001;197.003;0.995;3.292;0.714;4.906;9.632;5
3716;Pale;6.007;0.271;0.241;17.804;0.046;42.013;110.997;0.987;3.098;0.453;4.238;8.417;6
3717;Golden;6.901;0.489;0.358;3.496;0.033;30.98;134.997;0.988;3.138;0.398;5.816;10.869;7
3718;Pale;7.593;0.18;0.28;4.594;0.067;23.016;97.99;0.967;3.073;0.458;4.535;9.109;6
3719;Amber;6.692;0.185;0.27;1.4;0.044;39.007;149.005;0.996;3.404;0.513;4.999;9.147;5
3720;Pale;7.289;0.129;0.267;4.586;0.083;34.012;171.982;0.987;3.225;0.38;5.294;9.624;7
3721;Pale;7.31;0.254;0.423;2.001;0.021;20.009;68.998;0.984;3.09;0.559;5.811;10.438;6
3722;Pale;7.008;0.161;0.327;1.111;0.04;29.007;79.992;0.988;3.223;0.369;5.766;10.853;6
3723;Pale;6.105;0.386;0.475;1.396;0.047;59.007;209.998;0.993;3.252;0.496;4.576;8.781;5
3724;Brown;7.3;0.309;0.4;1.224;0.056;6.986;11.008;0.982;3.288;0.503;5.488;10.023;6
3725;Dark;15.013;0.215;0.436;2.188;0.075;9.991;23.985;1.014;3.065;0.829;4.388;9.14;7
3726;Brown;9.395;0.507;0.35;3.591;0.085;4.99;14.009;1.0;3.286;0.499;5.102;10.025;6
3727;Golden;7.015;0.307;0.379;14.907;0.027;59.99;180.993;0.991;3.174;0.635;4.433;8.565;7
3728;Pale;7.408;0.443;0.206;11.516;0.046;43.975;156.992;0.976;3.275;0.436;4.292;8.624;5
3729;Brown;8.215;0.25;0.34;2.498;0.07;15.983;47.017;1.0;3.395;0.776;5.387;10.602;7
3730;Brown;5.991;0.512;0.002;2.097;0.073;39.981;53.993;0.989;3.554;0.916;5.103;9.579;6
3731;Golden;6.816;0.29;0.339;7.798;0.058;76.014;197.003;0.992;3.234;0.408;4.524;8.338;6
3732;Pale;5.799;0.276;0.281;3.494;0.071;26.007;69.005;0.993;3.104;0.39;5.477;10.147;6
3733;Golden;5.4;0.324;0.472;2.997;0.048;45.994;143.998;0.988;3.297;0.764;4.761;8.984;5
3734;Pale;7.491;0.183;0.453;4.602;0.015;67.002;157.998;1.0;3.018;0.384;5.059;9.531;6
3735;Golden;7.086;0.179;0.386;14.556;0.06;46.999;156.002;0.986;3.337;0.771;4.336;8.784;6
3736;Golden;6.193;0.284;0.339;1.199;0.062;31.999;185.003;0.996;3.273;0.443;4.819;9.948;5
3737;Golden;5.606;0.167;0.266;1.385;0.045;53.0;167.997;0.971;3.272;0.376;4.816;8.935;6
3738;Pale;7.071;0.303;0.176;0.991;0.046;21.009;144.029;1.002;3.127;0.393;4.572;8.777;5
3739;Golden;6.11;0.264;0.277;1.694;0.043;23.992;98.0;0.975;3.125;0.423;5.954;10.827;6
3740;Brown;10.303;0.505;0.42;2.007;0.059;21.004;50.995;1.02;3.167;0.731;5.481;9.9;6
3741;Pale;6.496;0.367;0.315;2.197;0.016;38.991;107.009;0.974;3.213;0.546;6.433;11.697;7
3742;Golden;6.1;0.407;0.249;1.613;0.046;16.018;137.011;1.0;3.334;0.494;4.95;9.71;6
3743;Pale;6.403;0.25;0.254;1.095;0.05;21.995;176.015;1.003;3.087;0.533;4.429;8.804;5
3744;Amber;7.508;0.379;0.581;2.294;0.121;5.002;12.008;1.001;3.374;0.538;5.427;9.782;6
3745;Golden;7.202;0.194;0.307;1.107;0.032;19.978;72.987;0.984;3.331;0.406;5.152;9.696;7
3746;Pale;6.404;0.274;0.21;8.208;0.058;51.001;182.016;1.012;3.23;0.476;4.525;9.115;5
3747;Dark;7.498;0.575;0.243;1.8;0.089;42.993;60.007;1.016;3.106;0.426;4.382;8.701;5
3748;Pale;5.001;0.344;0.165;1.5;0.032;9.995;97.006;0.997;3.477;0.446;5.098;9.717;6
3749;Golden;6.692;0.312;0.287;2.794;0.027;37.012;107.014;0.992;3.319;0.617;5.386;10.448;7
3750;Amber;8.401;0.235;0.29;8.887;0.024;17.008;118.0;0.993;2.996;0.333;4.999;9.305;6
3751;Pale;7.907;0.203;0.378;1.992;0.062;20.999;138.004;1.004;3.049;0.53;5.195;9.78;5
3752;Golden;6.892;0.397;0.295;10.623;0.022;23.987;87.01;0.988;3.17;0.453;6.1;11.098;6
3753;Pale;5.887;0.23;0.232;3.81;0.03;61.011;152.013;1.0;3.319;0.502;5.391;9.967;7
3754;Amber;8.095;0.37;0.276;2.115;0.059;12.985;30.0;0.998;3.22;0.74;4.624;8.583;7
3755;Dark;7.308;0.655;-0.016;2.026;0.088;5.99;23.016;1.015;3.615;0.95;4.72;8.682;6
3756;Pale;5.822;0.176;0.27;1.317;0.036;9.005;93.999;1.0;3.22;0.546;5.348;9.948;6
3757;Golden;6.702;0.409;0.283;2.59;0.042;24.992;85.004;1.001;3.04;0.343;5.584;9.538;6
3758;Amber;7.208;0.839;-0.002;2.008;0.18;4.008;10.989;0.986;3.398;0.519;4.765;9.084;5
3759;Brown;8.11;0.563;0.21;2.093;0.074;12.012;64.993;1.005;3.282;0.503;4.378;8.408;5
3760;Amber;5.613;0.428;0.251;1.909;0.013;10.014;52.992;1.003;3.314;0.495;6.437;11.714;7
3761;Pale;6.278;0.304;0.201;5.796;0.04;23.992;143.996;1.014;3.132;0.619;4.712;8.911;5
3762;Pale;6.901;0.227;0.236;3.602;0.057;12.978;85.013;0.981;2.993;0.471;4.531;9.16;4
3763;Pale;6.404;0.208;0.295;5.601;0.036;43.009;160.009;0.982;3.612;0.416;5.057;9.839;6
3764;Golden;7.112;0.303;0.441;1.494;0.07;28.982;133.001;0.994;3.124;0.535;6.049;11.06;6
3765;Pale;7.404;0.342;0.279;12.119;0.046;31.002;149.02;0.989;3.223;0.481;4.919;9.367;5
3766;Amber;6.397;0.163;0.433;1.21;0.042;38.991;121.988;0.991;3.119;0.776;5.385;10.516;7
3767;Pale;9.006;0.251;0.503;1.208;0.046;25.985;107.013;0.99;3.194;0.343;5.904;11.392;6
3768;Amber;6.298;0.508;0.135;2.307;0.086;28.995;39.989;1.019;3.439;0.754;5.241;9.74;6
3769;Pale;6.808;0.426;0.385;5.104;0.033;46.001;201.013;1.017;3.096;0.674;5.007;8.95;4
3770;Pale;6.711;0.313;0.334;1.7;0.037;30.994;113.99;0.996;3.112;0.346;5.956;11.461;6
3771;Pale;7.414;0.417;0.347;4.704;0.027;18.997;127.004;0.984;3.267;0.425;4.96;9.128;5
3772;Golden;6.995;0.36;0.318;10.038;0.039;37.001;131.02;0.995;3.096;0.353;5.574;9.867;8
3773;Amber;6.485;0.258;0.319;16.316;0.062;56.017;197.007;1.002;3.479;0.447;4.666;8.862;5
3774;Amber;8.389;0.57;0.032;2.01;0.081;9.975;21.993;1.004;3.223;0.459;4.571;9.064;5
3775;Brown;8.093;0.824;0.24;2.097;0.089;5.007;12.988;1.006;3.387;0.772;5.103;9.669;6
3776;Pale;7.996;0.308;0.36;4.595;0.034;56.009;178.004;0.978;3.279;0.46;5.715;11.504;6
3777;Brown;8.205;0.637;0.279;1.994;0.097;4.991;76.982;0.999;3.133;0.618;4.332;8.514;6
3778;Pale;8.195;0.185;0.375;1.118;0.026;41.007;91.986;0.99;2.886;0.593;5.725;10.945;6
3779;Pale;8.007;0.306;0.364;10.992;0.055;8.001;70.017;0.975;3.041;0.403;5.817;11.005;6
3780;Golden;6.793;0.404;0.341;11.611;0.04;57.0;219.994;1.002;3.05;0.544;4.432;8.522;5
3781;Pale;7.589;0.309;0.252;4.3;0.057;22.001;111.004;0.982;3.122;0.495;4.388;8.662;5
3782;Golden;6.894;0.421;0.329;10.09;0.043;27.998;151.996;0.988;3.205;0.508;4.478;9.241;5
3783;Pale;5.801;0.332;0.22;6.601;0.047;49.988;167.042;1.005;3.28;0.606;4.776;9.047;5
3784;Golden;5.703;0.133;0.286;5.411;0.059;25.994;105.008;0.995;3.306;0.461;4.433;8.9;5
3785;Pale;6.812;0.192;0.377;1.597;0.06;47.015;154.001;0.977;3.076;0.457;4.333;8.444;5
3786;Golden;7.903;0.427;0.265;4.46;0.036;23.007;100.01;0.98;3.15;0.522;6.054;10.815;6
3787;Golden;6.614;0.886;0.171;0.805;0.041;16.982;203.997;1.0;3.346;0.558;4.762;8.986;5
3788;Amber;5.904;0.214;0.396;1.294;0.056;24.003;90.019;1.015;3.18;0.488;4.76;9.043;6
3789;Dark;6.802;0.811;0.003;1.197;0.277;16.018;29.001;0.995;3.32;0.513;4.667;9.133;3
3790;Golden;6.417;0.321;0.301;12.891;0.05;54.994;160.997;0.983;3.017;0.593;4.861;9.392;5
3791;Dark;7.306;0.977;0.039;2.102;0.052;19.995;48.993;1.001;3.289;0.544;4.62;8.772;3
3792;Golden;6.096;0.227;0.297;1.5;0.042;22.007;60.999;0.98;3.306;0.538;4.962;9.255;5
3793;Dark;8.892;0.398;0.518;2.589;0.061;13.006;26.987;1.009;3.323;0.901;6.381;11.816;7
3794;Pale;8.012;0.432;0.34;4.999;0.043;33.996;101.01;0.993;3.113;0.573;5.852;11.048;7
3795;Amber;6.202;0.242;0.275;16.807;0.032;47.995;129.01;0.991;3.223;0.39;4.996;9.175;6
3796;Golden;6.903;0.288;0.303;10.542;0.052;3.996;27.996;0.987;3.085;0.327;6.047;11.398;6
3797;Golden;7.603;0.482;0.287;10.413;0.064;57.012;205.01;0.988;3.241;0.432;4.434;8.829;5
3798;Amber;12.309;0.383;0.627;2.308;0.082;5.995;18.008;0.981;3.156;0.486;4.535;8.664;5
3799;Pale;6.895;0.19;0.347;13.498;0.047;48.985;118.008;1.003;3.007;0.619;5.097;9.958;6
3800;Dark;10.197;0.423;0.43;2.017;0.07;6.99;20.012;0.996;3.147;0.788;5.29;10.277;7
3801;Golden;6.512;0.346;0.354;10.222;0.021;19.99;82.006;1.003;3.109;0.423;5.763;10.239;7
3802;Pale;6.596;0.241;0.282;1.808;0.028;38.993;132.018;0.994;3.341;0.451;5.434;10.163;5
3803;Amber;6.101;0.288;0.247;6.891;0.073;44.006;201.003;0.985;3.178;0.398;4.342;8.385;6
3804;Pale;7.211;0.339;0.334;12.402;0.056;5.992;37.007;0.998;3.131;0.395;5.483;10.106;6
3805;Amber;8.185;0.188;0.297;8.508;0.043;41.002;140.01;1.002;3.062;0.36;4.812;9.058;7
3806;Golden;6.891;0.309;0.164;7.606;0.05;69.002;219.01;1.006;3.142;0.408;4.237;8.389;5
3807;Golden;5.881;0.168;0.281;1.024;0.047;24.025;88.016;0.968;3.3;0.554;5.071;9.604;7
3808;Dark;5.398;0.817;0.07;1.202;0.04;12.986;93.006;0.964;3.569;0.863;6.191;11.514;7
3809;Brown;8.501;0.172;0.534;1.733;0.079;44.988;88.004;0.992;3.338;0.756;5.628;10.522;7
3810;Pale;7.795;0.292;0.287;16.835;0.054;22.995;134.998;1.003;3.16;0.363;4.287;8.338;6
3811;Pale;6.187;0.207;0.492;1.599;0.07;17.003;143.005;0.985;3.204;0.529;4.389;8.599;6
3812;Pale;7.299;0.238;0.295;2.498;0.044;31.01;103.998;0.983;3.061;0.552;5.38;9.966;7
3813;Golden;7.108;0.172;0.395;14.505;0.059;47.989;156.0;0.994;3.354;0.774;4.339;8.563;5
3814;Pale;7.285;0.337;0.35;1.402;0.047;8.019;162.999;1.015;3.231;0.432;5.096;10.024;5
3815;Golden;6.708;0.25;0.144;1.205;0.038;80.985;173.977;0.976;3.133;0.411;4.667;9.493;5
3816;Amber;7.795;0.552;0.179;1.797;0.095;11.996;47.001;0.998;3.179;0.912;4.536;8.801;5
3817;Pale;9.594;0.247;0.542;1.292;0.054;16.001;160.006;1.006;2.939;0.414;5.003;9.684;5
3818;Golden;7.7;0.33;0.611;10.609;0.032;55.997;153.003;1.003;3.143;0.418;4.243;8.487;6
3819;Pale;5.618;0.268;0.174;2.418;0.05;41.995;165.99;0.984;3.251;0.43;4.957;9.269;6
3820;Golden;7.29;0.259;0.536;12.88;0.05;62.01;162.498;1.006;3.047;0.445;4.338;8.712;6
3821;Golden;6.986;0.164;0.255;14.298;0.038;26.987;149.005;0.987;2.92;0.449;4.382;8.447;6
3822;Amber;6.312;0.346;0.299;14.708;0.048;49.021;197.992;1.016;3.225;0.454;4.526;8.512;5
3823;Pale;6.31;0.307;0.343;2.197;0.03;20.0;77.005;1.0;3.297;0.437;4.865;9.473;5
3824;Pale;7.014;0.268;0.26;1.694;0.034;33.997;130.002;0.991;3.415;0.494;5.109;9.866;8
3825;Amber;6.594;0.339;0.296;1.292;0.039;32.006;90.001;1.002;3.095;0.42;5.103;9.653;6
3826;Amber;6.112;0.262;0.433;7.497;0.047;65.013;243.005;1.006;3.127;0.47;4.291;7.616;5
3827;Amber;6.996;0.28;0.45;6.101;0.044;59.989;184.019;1.009;3.222;0.489;4.491;8.595;6
3828;Golden;6.827;0.351;0.322;2.404;0.057;35.021;102.987;0.989;3.282;0.461;5.715;10.858;8
3829;Golden;7.609;0.178;0.3;14.188;0.057;52.994;212.515;1.019;3.143;0.462;4.248;8.665;8
3830;Pale;6.702;0.446;0.224;4.303;0.048;18.998;98.988;0.982;3.248;0.535;6.092;11.561;7
3831;Golden;7.688;0.339;0.283;10.999;0.028;31.002;117.006;0.998;3.275;0.29;4.383;8.662;6
3832;Amber;5.992;0.196;0.255;6.804;0.053;22.003;93.009;0.993;3.149;0.413;5.242;10.161;6
3833;Golden;6.705;0.456;0.204;4.0;0.043;12.001;87.997;0.973;3.258;0.537;6.191;11.113;6
3834;Pale;6.716;0.108;0.335;8.781;0.048;40.994;112.996;1.006;3.426;0.397;4.43;8.83;7
3835;Amber;6.103;0.201;0.307;6.306;0.055;47.0;136.014;1.003;3.268;0.314;6.053;11.146;6
3836;Amber;7.699;0.663;0.231;2.106;0.088;16.984;95.988;1.004;3.32;0.48;4.533;9.242;5
3837;Pale;8.273;0.427;0.62;19.261;0.04;41.0;172.0;0.996;2.966;0.67;4.63;8.625;5
3838;Brown;7.3;0.739;0.234;1.893;0.088;17.994;101.989;1.008;3.264;0.584;4.438;8.212;5
3839;Brown;7.406;0.719;0.076;1.69;0.083;15.01;47.993;0.993;3.13;0.475;4.768;9.415;5
3840;Pale;6.311;0.424;0.305;3.21;0.037;48.987;164.0;0.996;3.537;0.772;5.582;10.479;7
3841;Pale;6.89;0.212;0.264;7.795;0.046;43.002;116.008;0.989;3.223;0.604;5.48;10.009;8
3842;Amber;8.591;0.329;0.351;1.397;0.019;10.996;118.993;1.003;3.161;0.47;4.476;8.976;4
3843;Dark;11.999;0.377;0.791;4.19;0.055;6.999;37.993;1.012;3.206;0.607;6.187;11.19;7
3844;Golden;7.699;0.364;0.224;10.797;0.032;28.0;95.002;1.002;2.932;0.415;6.483;12.035;6
3845;Golden;6.512;0.435;0.265;11.261;0.035;31.01;87.019;0.983;3.02;0.391;5.91;10.831;6
3846;Pale;7.295;0.248;0.324;11.803;0.049;48.001;127.0;1.001;3.092;0.559;4.767;9.216;6
3847;Pale;6.905;0.315;0.2;1.034;0.063;38.981;148.006;0.995;3.096;0.445;4.486;8.627;6
3848;Pale;5.905;0.295;0.297;1.104;0.033;23.007;55.979;0.991;3.188;0.369;5.382;10.17;5
3849;Pale;8.389;0.213;0.276;18.792;0.014;55.017;129.998;0.988;2.966;0.353;5.523;10.094;5
3850;Pale;7.303;0.352;0.21;3.189;0.046;13.996;135.988;0.987;3.254;0.444;4.862;9.127;5
3851;Golden;6.306;0.218;0.278;2.402;0.04;38.007;102.007;0.991;3.146;0.371;5.528;10.051;7
3852;Brown;8.607;0.522;0.235;2.01;0.112;7.018;26.99;0.992;3.205;0.543;4.858;9.361;6
3853;Pale;7.195;0.2;0.373;2.492;0.025;22.007;156.995;1.004;3.488;0.47;5.047;9.772;6
3854;Pale;7.197;0.369;0.37;5.711;0.035;26.007;98.007;0.998;2.92;0.584;5.956;11.09;7
3855;Pale;7.478;0.218;0.282;1.505;0.044;34.99;106.996;0.995;3.171;0.441;5.384;10.325;6
3856;Pale;6.007;0.226;0.257;1.089;0.025;47.005;90.013;0.983;3.216;0.386;6.013;10.868;6
3857;Pale;6.196;0.391;0.226;4.789;0.045;45.005;138.005;0.99;3.225;0.426;5.337;9.89;7
3858;Golden;7.291;0.655;0.199;10.199;0.08;27.988;211.985;0.982;2.965;0.566;4.378;8.429;6
3859;Pale;7.291;0.188;0.262;6.308;0.039;33.992;231.008;0.989;3.362;0.544;4.757;9.194;6
3860;Pale;6.911;0.216;0.495;1.409;0.043;14.998;163.997;0.998;3.252;0.617;5.242;9.401;5
3861;Golden;5.997;0.249;0.44;1.304;0.044;42.006;117.985;0.992;3.024;0.64;5.605;10.601;6
3862;Golden;9.226;0.24;0.343;1.201;0.015;30.991;93.0;1.004;2.931;0.364;5.385;10.062;7
3863;Golden;7.468;0.2;0.696;10.882;0.055;38.009;133.006;0.998;2.999;0.352;4.147;7.906;5
3864;Amber;6.618;0.275;0.484;7.784;0.047;62.019;217.006;0.987;3.172;0.457;4.483;8.582;6
3865;Amber;5.808;0.191;0.358;1.114;0.031;31.01;95.995;0.982;3.166;0.48;5.725;10.702;6
3866;Golden;6.37;0.261;0.344;1.689;0.032;35.019;112.993;0.981;3.225;0.672;5.056;9.346;6
3867;Golden;5.809;0.274;0.402;1.19;0.087;46.999;129.98;0.999;3.128;0.455;4.919;9.632;6
3868;Pale;6.411;0.314;0.259;7.406;0.053;48.021;168.981;0.997;3.262;0.438;5.288;9.851;6
3869;Pale;7.608;0.295;0.373;1.594;0.085;26.996;176.999;1.002;3.092;0.487;4.671;9.016;5
3870;Golden;6.705;0.146;0.458;1.616;0.037;14.987;91.993;1.009;3.384;0.495;5.198;9.79;5
3871;Pale;6.613;0.343;0.245;1.309;0.055;42.501;204.0;1.005;3.594;0.505;4.383;8.798;5
3872;Golden;7.604;0.314;0.253;5.794;0.048;22.99;109.013;0.996;3.355;0.531;5.233;9.763;6
3873;Brown;6.387;0.407;0.255;1.601;0.072;4.978;11.997;0.986;3.356;0.553;4.382;8.558;5
3874;Amber;5.801;0.227;0.288;0.917;0.024;34.004;89.006;1.002;3.158;0.364;5.295;9.672;7
3875;Dark;7.382;0.453;0.448;2.202;0.132;7.009;20.011;0.986;3.333;0.625;5.003;9.21;5
3876;Golden;6.791;0.279;0.496;13.288;0.076;47.995;194.003;0.988;3.072;0.458;4.477;8.619;5
3877;Golden;6.417;0.331;0.288;5.496;0.028;41.994;173.004;1.007;3.173;0.671;4.434;9.024;6
3878;Pale;6.202;0.275;0.271;10.313;0.025;26.006;108.002;0.985;3.181;0.354;5.097;9.242;6
3879;Pale;6.908;0.198;0.284;4.691;0.049;39.99;147.997;0.99;3.165;0.376;4.864;9.605;6
3880;Pale;7.217;0.243;0.255;11.388;0.021;39.979;173.995;0.996;3.2;0.453;4.29;7.988;5
3881;Golden;7.294;0.172;0.266;13.879;0.06;44.998;154.992;0.999;2.95;0.392;4.196;8.475;8
3882;Brown;7.793;0.784;0.044;2.317;0.086;14.992;53.984;0.992;3.273;0.639;4.67;8.741;5
3883;Amber;7.316;0.4;0.277;6.518;0.031;25.999;97.005;0.982;3.159;0.573;6.006;11.335;7
3884;Golden;8.219;0.256;0.384;7.793;0.028;49.012;207.991;1.004;3.314;0.511;4.533;8.643;6
3885;Golden;6.103;0.668;0.519;1.407;0.027;32.02;123.002;0.995;3.24;0.439;5.723;10.633;6
3886;Golden;5.79;0.329;0.181;16.038;0.061;26.013;166.008;0.985;3.088;0.454;4.244;8.481;5
3887;Amber;6.712;0.187;0.23;6.215;0.045;36.005;117.01;0.982;3.324;0.429;4.579;8.399;6
3888;Amber;7.676;0.269;0.434;14.3;0.04;44.992;213.004;0.992;3.173;0.63;4.379;8.748;5
3889;Dark;8.806;0.612;0.288;2.792;0.104;17.007;45.991;0.991;3.267;0.511;4.438;8.418;4
3890;Amber;6.509;0.899;-0.001;1.601;0.044;8.984;17.009;1.01;3.495;0.621;5.192;10.057;6
3891;Dark;9.809;0.528;0.195;3.205;0.081;7.983;29.984;1.0;3.232;0.571;5.001;10.202;6
3892;Amber;7.189;0.307;0.409;8.597;0.048;14.989;89.021;0.995;3.286;0.647;4.721;9.422;6
3893;Golden;6.606;0.251;0.304;4.795;0.127;41.007;168.013;0.999;3.185;0.376;4.426;8.311;5
3894;Dark;6.299;0.488;0.004;1.4;0.061;27.006;33.012;1.002;3.445;0.479;5.866;10.527;6
3895;Golden;6.606;0.224;0.267;1.415;0.047;32.996;151.999;1.005;3.216;0.559;4.53;8.681;6
3896;Golden;6.6;0.085;0.331;1.412;0.034;16.997;108.993;0.992;3.275;0.607;4.524;8.817;6
3897;Pale;7.199;0.266;0.419;1.591;0.058;34.99;135.015;0.991;2.927;0.444;5.248;9.795;6
3898;Golden;9.887;0.491;0.243;2.402;0.084;19.002;114.993;0.99;2.762;0.44;4.478;8.681;6
3899;Dark;13.002;0.471;0.501;4.31;0.081;5.998;47.008;0.98;3.309;0.661;6.056;11.306;6
3900;Dark;8.115;0.765;0.088;3.303;0.077;4.017;12.988;0.993;3.345;0.496;4.518;8.707;5
3901;Amber;8.803;0.683;0.257;1.602;0.085;16.002;22.994;1.01;3.323;0.484;4.481;8.817;5
3902;Pale;8.306;0.41;0.421;8.191;0.038;15.008;122.005;0.987;3.395;0.486;4.431;8.493;5
3903;Amber;6.1;0.405;0.161;1.827;0.064;10.986;25.011;0.997;3.421;0.736;4.813;8.916;7
3904;Brown;7.168;0.485;0.18;2.7;0.083;12.994;33.997;0.999;3.298;0.477;4.382;8.442;6
3905;Golden;7.615;0.386;0.293;4.177;0.039;6.979;112.005;0.975;3.009;0.425;6.0;10.928;6
3906;Brown;11.617;0.528;0.655;3.658;0.115;5.996;14.002;0.997;3.052;0.75;5.476;10.711;7
3907;Golden;6.605;0.357;0.538;11.317;0.058;8.012;110.004;0.997;3.063;0.455;4.479;8.747;5
3908;Brown;4.995;0.748;-0.014;1.197;0.033;16.008;46.015;1.013;4.006;0.593;5.95;10.717;6
3909;Amber;6.817;0.228;0.279;15.391;0.059;56.005;172.997;0.994;3.055;0.404;4.144;8.107;6
3910;Golden;7.402;0.149;0.392;5.489;0.05;33.993;160.995;0.993;3.051;0.608;5.478;10.304;4
3911;Amber;7.008;0.801;0.022;2.504;0.069;6.992;20.017;1.003;3.473;0.562;4.573;8.45;5
3912;Pale;7.195;0.107;0.3;6.802;0.055;26.012;104.995;0.97;3.437;0.409;4.571;9.054;6
3913;Golden;6.813;0.353;0.096;1.401;0.071;28.999;118.008;0.987;3.205;0.408;4.526;9.134;5
3914;Pale;6.397;0.406;0.012;6.102;0.069;19.997;70.013;1.001;3.176;0.419;4.765;8.779;5
3915;Dark;8.202;0.721;0.205;1.705;0.085;5.005;12.987;0.996;3.206;0.519;4.534;8.488;5
3916;Dark;7.7;0.923;0.128;2.206;0.145;7.005;23.0;0.998;3.356;0.637;4.861;9.28;7
3917;Pale;5.801;0.286;0.308;3.895;0.024;35.985;104.992;0.994;3.258;0.583;6.082;11.428;6
3918;Amber;7.701;0.121;0.32;1.404;0.055;47.005;149.996;1.011;3.34;0.446;4.384;8.559;6
3919;Pale;6.692;0.292;0.292;2.806;0.03;37.007;107.021;0.992;3.326;0.627;5.387;10.092;7
3920;Golden;7.505;0.335;0.245;3.869;0.037;5.0;34.006;0.983;3.015;0.359;5.619;10.754;4
3921;Pale;7.195;0.247;0.367;2.001;0.04;20.992;62.999;0.981;3.129;0.629;5.958;11.131;6
3922;Pale;6.679;0.151;0.336;7.905;0.02;17.001;81.005;0.979;3.287;0.312;4.769;8.762;6
3923;Dark;8.799;0.953;0.052;1.791;0.079;5.003;19.0;1.017;3.315;0.453;4.568;8.645;4
3924;Dark;9.005;0.427;0.479;2.386;0.073;26.006;121.009;0.987;3.233;0.579;4.383;8.965;5
3925;Pale;7.308;0.255;0.251;7.199;0.045;52.003;207.01;0.993;3.105;0.354;4.374;8.92;5
3926;Pale;6.989;0.22;0.264;1.106;0.045;19.989;70.995;1.004;3.095;0.377;5.58;10.255;6
3927;Golden;6.691;0.283;0.485;12.101;0.056;38.013;126.979;1.012;3.036;0.547;4.247;8.913;6
3928;Pale;8.599;0.208;0.406;1.485;0.04;34.99;125.003;1.0;3.098;0.505;5.426;9.803;7
3929;Golden;8.097;0.251;0.374;1.89;0.074;48.006;159.007;1.002;3.363;0.708;5.19;9.81;6
3930;Golden;8.312;0.203;0.503;1.705;0.04;33.992;168.999;1.004;3.046;0.365;4.811;8.612;5
3931;Golden;7.295;0.195;0.283;1.619;0.023;34.988;136.008;0.997;3.386;0.552;5.246;10.174;7
3932;Amber;6.594;0.213;0.285;5.343;0.033;42.993;105.992;0.978;2.937;0.427;5.481;10.193;7
3933;Golden;7.591;0.193;0.34;1.201;0.055;7.004;106.006;0.987;3.07;0.448;5.387;9.951;4
3934;Pale;6.299;0.204;0.404;1.504;0.034;34.99;106.989;0.987;3.461;0.491;5.43;10.445;6
3935;Dark;8.693;0.41;0.446;2.382;0.083;31.991;58.986;1.0;3.349;0.762;5.714;10.961;6
3936;Pale;7.602;0.361;0.458;8.305;0.255;28.016;141.995;1.005;3.1;0.441;4.856;9.171;6
3937;Pale;6.801;0.614;0.031;1.296;0.067;24.988;132.999;1.002;3.154;0.384;4.866;9.904;4
3938;Dark;7.707;0.401;0.129;1.707;0.092;19.01;26.984;0.994;3.139;0.474;4.489;8.968;5
3939;Pale;8.218;0.277;0.429;1.806;0.023;29.996;93.0;0.978;3.088;0.386;5.432;9.839;5
3940;Golden;7.297;0.268;0.329;11.774;0.039;47.991;126.983;0.994;3.075;0.545;4.768;9.182;6
3941;Golden;6.016;0.329;0.243;5.384;0.056;22.991;125.99;0.998;3.254;0.442;4.292;8.884;7
3942;Amber;6.106;0.239;0.175;10.503;0.053;40.993;124.005;0.997;3.139;0.343;5.003;9.06;5
3943;Dark;8.304;0.646;0.108;2.31;0.086;14.999;113.001;0.987;3.159;0.655;4.68;9.451;5
3944;Golden;5.79;0.347;0.155;10.799;0.024;25.992;120.007;1.0;3.239;0.49;4.767;9.458;6
3945;Dark;8.793;0.278;0.375;1.995;0.089;20.005;27.005;0.997;3.146;0.698;5.334;10.212;6
3946;Brown;8.095;0.821;0.009;4.097;0.092;5.009;14.027;0.984;3.357;0.551;4.577;9.227;5
3947;Pale;5.991;0.26;0.281;7.711;0.07;36.997;131.994;0.98;3.051;0.502;4.479;8.452;6
